REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-07,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,116.4,,,,1
2019-08,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,121.2,,,,1
2019-09,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,104.3,,,,1
2019-10,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,94.5,,,,1
2019-11,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,103.7,,,,1
2019-12,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,105.2,,,,1
2020-01,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,122,,,,1
2020-02,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,112.2,,,,1
2020-03,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,164.1,,,,1
2020-04,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,261.2,,,,1
2020-05,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,246.2,,,,1
2020-06,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,224.5,,,,1
2020-07,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,224.1,,,,1
2020-08,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,235.1,,,,1
2020-09,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,167.7,,,,1
2020-10,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,166.8,,,,1
2020-11,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,160.6,,,,1
2020-12,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,160.8,,,,1
2021-01,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,179.2,,,,1
2021-02,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,171.4,,,,1
2021-03,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,164.3,,,,1
2021-04,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,163.6,,,,1
2021-05,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,138.2,,,,1
2021-06,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,147.3,,,,1
2021-07,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,137.3,,,,1
2021-08,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,157,,,,1
2021-09,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,124.4,,,,1
2021-10,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,108.5,,,,1
2021-11,Canada,2016A000011124,Unemployment,Both sexes,30 to 34 years,Persons,249,thousands,3,v2091146,1.6.1.12,96,,,,1
2019-04,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,102.6,,,,1
2019-05,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,84.7,,,,1
2019-06,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,82.8,,,,1
2019-07,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,107.3,,,,1
2019-08,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,126.4,,,,1
2019-09,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,86.6,,,,1
2019-10,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,90.9,,,,1
2019-11,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,107.9,,,,1
2019-12,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,96.4,,,,1
2020-01,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,109.2,,,,1
2020-02,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,115.6,,,,1
2020-03,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,149.2,,,,1
2020-04,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,237.1,,,,1
2020-05,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,233.7,,,,1
2020-06,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,208.7,,,,1
2020-07,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,182.2,,,,1
2020-08,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,192.8,,,,1
2020-09,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,144,,,,1
2020-10,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,139.9,,,,1
2020-11,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,144.9,,,,1
2020-12,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,155.6,,,,1
2021-01,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,177.7,,,,1
2021-02,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,148.1,,,,1
2021-03,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,152.7,,,,1
2021-04,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,149.1,,,,1
2021-05,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,147,,,,1
2021-06,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,125.1,,,,1
2021-07,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,152.3,,,,1
2021-08,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,162.2,,,,1
2021-09,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,117.6,,,,1
2021-10,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,123.5,,,,1
2021-11,Canada,2016A000011124,Unemployment,Both sexes,35 to 39 years,Persons,249,thousands,3,v2091147,1.6.1.13,103.7,,,,1
2019-04,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,95.9,,,,1
2019-05,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,80.1,,,,1
2019-06,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,78.5,,,,1
2019-07,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,82.9,,,,1
2019-08,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,112.5,,,,1
2019-09,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,82.6,,,,1
2019-10,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,87.3,,,,1
2019-11,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,91.6,,,,1
2019-12,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,99.6,,,,1
2020-01,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,106.9,,,,1
2020-02,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,96.3,,,,1
2020-03,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,127.8,,,,1
2020-04,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,200.4,,,,1
2020-05,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,195.1,,,,1
2020-06,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,156.7,,,,1
2020-07,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,156.7,,,,1
2020-08,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,156.9,,,,1
2020-09,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,117.7,,,,1
2020-10,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,134.3,,,,1
2020-11,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,145.8,,,,1
2020-12,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,130.3,,,,1
2021-01,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,164.4,,,,1
2021-02,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,131.1,,,,1
2021-03,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,123,,,,1
2021-04,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,127.2,,,,1
2021-05,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,117.6,,,,1
2021-06,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,112.9,,,,1
2021-07,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,134.2,,,,1
2021-08,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,138.9,,,,1
2021-09,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,106.7,,,,1
2021-10,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,92.3,,,,1
2021-11,Canada,2016A000011124,Unemployment,Both sexes,40 to 44 years,Persons,249,thousands,3,v2091148,1.6.1.14,87.3,,,,1
2019-04,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,80.5,,,,1
2019-05,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,73.2,,,,1
2019-06,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,68.2,,,,1
2019-07,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,82.2,,,,1
2019-08,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,96.7,,,,1
2019-09,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,59.7,,,,1
2019-10,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,70.5,,,,1
2019-11,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,73.4,,,,1
2019-12,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,71.1,,,,1
2020-01,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,75.9,,,,1
2020-02,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,67.7,,,,1
2020-03,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,111.4,,,,1
2020-04,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,176.4,,,,1
2020-05,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,167,,,,1
2020-06,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,158.9,,,,1
2020-07,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,153.1,,,,1
2020-08,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,161,,,,1
2020-09,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,120.5,,,,1
2020-10,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,109,,,,1
2020-11,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,99,,,,1
2020-12,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,110.1,,,,1
2021-01,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,145.3,,,,1
2021-02,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,129.6,,,,1
2021-03,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,133.9,,,,1
2021-04,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,130.9,,,,1
2021-05,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,112.6,,,,1
2021-06,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,105.2,,,,1
2021-07,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,122.1,,,,1
2021-08,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,119,,,,1
2021-09,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,85.1,,,,1
2021-10,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,89.5,,,,1
2021-11,Canada,2016A000011124,Unemployment,Both sexes,45 to 49 years,Persons,249,thousands,3,v2091149,1.6.1.15,89.9,,,,1
2019-04,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,106.1,,,,1
2019-05,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,73.7,,,,1
2019-06,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,74.1,,,,1
2019-07,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,82.4,,,,1
2019-08,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,107.6,,,,1
2019-09,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,68,,,,1
2019-10,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,82.8,,,,1
2019-11,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,88,,,,1
2019-12,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,88.7,,,,1
2020-01,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,106.1,,,,1
2020-02,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,101.7,,,,1
2020-03,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,119.2,,,,1
2020-04,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,185.8,,,,1
2020-05,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,177.7,,,,1
2020-06,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,152.4,,,,1
2020-07,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,161,,,,1
2020-08,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,168.5,,,,1
2020-09,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,132.8,,,,1
2020-10,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,118.6,,,,1
2020-11,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,135.7,,,,1
2020-12,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,131.3,,,,1
2021-01,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,156.2,,,,1
2021-02,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,138.3,,,,1
2021-03,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,128.9,,,,1
2021-04,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,137.6,,,,1
2021-05,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,130.6,,,,1
2021-06,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,115.5,,,,1
2021-07,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,128.8,,,,1
2021-08,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,146.9,,,,1
2021-09,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,107.5,,,,1
2021-10,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,97.2,,,,1
2021-11,Canada,2016A000011124,Unemployment,Both sexes,50 to 54 years,Persons,249,thousands,3,v2091150,1.6.1.16,83.1,,,,1
2019-04,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,114.3,,,,1
2019-05,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,89.3,,,,1
2019-06,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,84.3,,,,1
2019-07,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,92.7,,,,1
2019-08,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,106.9,,,,1
2019-09,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,85.1,,,,1
2019-10,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,85.3,,,,1
2019-11,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,97.9,,,,1
2019-12,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,96.1,,,,1
2020-01,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,98,,,,1
2020-02,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,118,,,,1
2020-03,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,141.2,,,,1
2020-04,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,239.8,,,,1
2020-05,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,197.1,,,,1
2020-06,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,171.9,,,,1
2020-07,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,160.1,,,,1
2020-08,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,180.1,,,,1
2020-09,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,133,,,,1
2020-10,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,141.5,,,,1
2020-11,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,127.9,,,,1
2020-12,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,144.1,,,,1
2021-01,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,175.7,,,,1
2021-02,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,161.1,,,,1
2021-03,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,146,,,,1
2021-04,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,153.8,,,,1
2021-05,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,153,,,,1
2021-06,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,132.7,,,,1
2021-07,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,136.8,,,,1
2021-08,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,153.6,,,,1
2021-09,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,106.3,,,,1
2021-10,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,121.7,,,,1
2021-11,Canada,2016A000011124,Unemployment,Both sexes,55 to 59 years,Persons,249,thousands,3,v2091151,1.6.1.17,105.6,,,,1
2019-04,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,92.5,,,,1
2019-05,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,85.2,,,,1
2019-06,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,64.8,,,,1
2019-07,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,74.3,,,,1
2019-08,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,86.5,,,,1
2019-09,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,76.5,,,,1
2019-10,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,73.7,,,,1
2019-11,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,71.5,,,,1
2019-12,Canada,2016A000011124,Unemployment,Both sexes,60 to 64 years,Persons,249,thousands,3,v2091152,1.6.1.18,76.5,,,,1
